"eBird.English.Name.2025","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Brahminy Kite","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Brahminy Starling","Insufficient Data","Insufficient Data",NA,"Low"
"Brambling",NA,NA,NA,NA
"Bridled Tern",NA,NA,NA,NA
"Bristled Grassbird","Insufficient Data","Insufficient Data",NA,"High"
"Broad-billed Sandpiper","Insufficient Data","Insufficient Data",NA,"Moderate"
"Broad-billed Warbler",NA,NA,NA,NA
"Broad-tailed Grassbird","Insufficient Data","Insufficient Data",NA,"High"
"Bronze-winged Jacana","Insufficient Data","Trend Inconclusive",NA,"Low"
"Bronzed Drongo","Insufficient Data","Trend Inconclusive",NA,"Low"
"Brooks's Leaf Warbler",NA,NA,NA,NA
"Brown Accentor",NA,NA,NA,NA
"Brown Boobook",NA,NA,NA,NA
"Brown Booby",NA,NA,NA,NA
"Brown Bullfinch",NA,NA,NA,NA
"Brown Bush Warbler",NA,NA,NA,NA
"Brown Crake",NA,NA,NA,NA
"Brown Dipper",NA,NA,NA,NA
"Brown Fish-Owl","Insufficient Data","Insufficient Data",NA,"Low"
"Brown Hornbill",NA,NA,NA,NA
"Brown Noddy",NA,NA,NA,NA
"Brown Parrotbill",NA,NA,NA,NA
"Brown Rock Chat",NA,NA,NA,NA
"Brown Shrike","Insufficient Data","Trend Inconclusive",NA,"Low"
"Brown Skua",NA,NA,NA,NA
"Brown Wood-Owl",NA,NA,NA,NA
"Brown-backed Needletail","Insufficient Data","Insufficient Data",NA,"Low"
"Brown-breasted Flycatcher","Insufficient Data","Insufficient Data",NA,"Low"
"Brown-capped Laughingthrush",NA,NA,NA,NA
"Brown-capped Pygmy Woodpecker","Insufficient Data","Trend Inconclusive",NA,"Low"
"Brown-cheeked Fulvetta","Insufficient Data","Insufficient Data",NA,"Low"
"Brown-cheeked Rail",NA,NA,NA,NA
"Brown-crowned Scimitar-Babbler",NA,NA,NA,NA
"Brown-fronted Woodpecker",NA,NA,NA,NA
"Brown-headed Barbet","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Brown-headed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Brown-rumped Minivet",NA,NA,NA,NA
"Brown-throated Fulvetta",NA,NA,NA,NA
"Brown-winged Kingfisher",NA,NA,NA,NA
"Brownish-flanked Bush Warbler",NA,NA,NA,NA
"Buff-barred Warbler",NA,NA,NA,NA
"Buff-breasted Babbler",NA,NA,NA,NA
"Buff-breasted Sandpiper",NA,NA,NA,NA
"Buff-throated Warbler",NA,NA,NA,NA
"Buffy Fish-Owl",NA,NA,NA,NA
"Bugun Liocichla",NA,NA,NA,NA
"Burmese Shrike",NA,NA,NA,NA
"Cachar Bulbul",NA,NA,NA,NA
"Cachar Wedge-billed Babbler",NA,NA,NA,NA
"Carrion Crow",NA,NA,NA,NA
"Caspian Gull",NA,NA,NA,NA
"Caspian Plover",NA,NA,NA,NA
"Caspian Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Cetti's Warbler",NA,NA,NA,NA
"Changeable Hawk-Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Cheer Pheasant",NA,NA,NA,NA
"Chestnut Bunting",NA,NA,NA,NA
"Chestnut Munia",NA,NA,NA,NA
"Chestnut Thrush",NA,NA,NA,NA
"Chestnut-backed Laughingthrush",NA,NA,NA,NA
"Chestnut-bellied Nuthatch",NA,NA,NA,NA
"Chestnut-bellied Rock-Thrush",NA,NA,NA,NA
"Chestnut-bellied Sandgrouse","Insufficient Data","Insufficient Data",NA,"Low"
"Chestnut-breasted Partridge",NA,NA,NA,NA
"Chestnut-capped Babbler",NA,NA,NA,NA
"Chestnut-cheeked Starling",NA,NA,NA,NA
"Chestnut-crowned Bush Warbler",NA,NA,NA,NA
"Chestnut-crowned Laughingthrush",NA,NA,NA,NA
"Chestnut-crowned Warbler",NA,NA,NA,NA
"Chestnut-eared Bunting","Insufficient Data","Insufficient Data",NA,"Moderate"
"Chestnut-flanked White-eye",NA,NA,NA,NA
"Chestnut-headed Bee-eater","Insufficient Data","Trend Inconclusive",NA,"Low"
"Chestnut-headed Tesia",NA,NA,NA,NA
"Chestnut-tailed Minla",NA,NA,NA,NA
"Chestnut-tailed Starling","Insufficient Data","Trend Inconclusive",NA,"Low"
"Chestnut-vented Nuthatch",NA,NA,NA,NA
"Chestnut-winged Cuckoo","Insufficient Data","Insufficient Data",NA,"Moderate"
"Chin Hills Wren-Babbler",NA,NA,NA,NA
"Chinese Blackbird",NA,NA,NA,NA
"Chinese Bush Warbler",NA,NA,NA,NA
"Chinese Egret",NA,NA,NA,NA
"Chinese Francolin",NA,NA,NA,NA
"Chinese Leaf Warbler",NA,NA,NA,NA
"Chinese Pond-Heron",NA,NA,NA,NA
"Chinese Rubythroat",NA,NA,NA,NA
"Chinese Sparrowhawk",NA,NA,NA,NA
"Chinese Thrush",NA,NA,NA,NA
"Chinese Vivid Niltava",NA,NA,NA,NA
"Chinese White-browed Rosefinch",NA,NA,NA,NA
"Christmas Island Frigatebird",NA,NA,NA,NA
"Chukar",NA,NA,NA,NA
"Cinereous Vulture","Insufficient Data","Insufficient Data",NA,"Moderate"
"Cinnamon Bittern","Insufficient Data","Insufficient Data",NA,"Low"
"Citrine Wagtail","Insufficient Data","Insufficient Data",NA,"Low"
"Clamorous Reed Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Claudia's Leaf Warbler",NA,NA,NA,NA
"Clicking Shrike-Babbler",NA,NA,NA,NA
"Coal Tit",NA,NA,NA,NA
"Collared Falconet",NA,NA,NA,NA
"Collared Grosbeak",NA,NA,NA,NA
"Collared Kingfisher",NA,NA,NA,NA
"Collared Myna",NA,NA,NA,NA
"Collared Owlet",NA,NA,NA,NA
"Collared Pratincole",NA,NA,NA,NA
"Collared Scops-Owl",NA,NA,NA,NA
"Collared Treepie",NA,NA,NA,NA
"Common Babbler",NA,NA,NA,NA
"Common Buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Common Chaffinch",NA,NA,NA,NA
"Common Chiffchaff",NA,NA,NA,NA
"Common Crane",NA,NA,NA,NA
"Common Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Common Flameback","Insufficient Data","Insufficient Data",NA,"Low"
"Common Goldeneye",NA,NA,NA,NA
"Common Grasshopper Warbler",NA,NA,NA,NA
"Common Green-Magpie",NA,NA,NA,NA
"Common Greenshank","Insufficient Data","Trend Inconclusive",NA,"Low"
"Common Gull",NA,NA,NA,NA
"Common Hawk-Cuckoo","Insufficient Data","Trend Inconclusive",NA,"Low"
"Common Hill Myna",NA,NA,NA,NA
"Common Hoopoe","Insufficient Data","Insufficient Data",NA,"Low"
"Common Iora","Insufficient Data","Rapid Increase",NA,"Low"
"Common Kingfisher","Trend Inconclusive","Stable",NA,"Low"
"Common Merganser",NA,NA,NA,NA
"Common Myna","Stable","Stable",NA,"Low"
"Common Pochard",NA,NA,NA,NA
"Common Quail",NA,NA,NA,NA
"Common Raven",NA,NA,NA,NA
"Common Redshank","Insufficient Data","Insufficient Data",NA,"Low"
"Common Redstart",NA,NA,NA,NA
"Common Ringed Plover",NA,NA,NA,NA
"Common Rosefinch","Insufficient Data","Insufficient Data",NA,"Low"
"Common Sandpiper","Insufficient Data","Decline",NA,"Moderate"
"Common Shelduck",NA,NA,NA,NA
"Common Snipe","Insufficient Data","Insufficient Data",NA,"Low"
"Common Swift",NA,NA,NA,NA
"Common Tailorbird","Increase","Rapid Increase",NA,"Low"
"Common Tern","Insufficient Data","Insufficient Data",NA,"Moderate"
"Common Wood-Pigeon",NA,NA,NA,NA
"Common Woodshrike","Insufficient Data","Trend Inconclusive",NA,"Low"
"Coppersmith Barbet","Insufficient Data","Stable",NA,"Low"
"Corn Crake",NA,NA,NA,NA
"Cory's Shearwater",NA,NA,NA,NA
"Cotton Pygmy-Goose","Insufficient Data","Decline",NA,"Moderate"
"Crab-Plover","Insufficient Data","Insufficient Data",NA,"Moderate"
"Cream-colored Courser",NA,NA,NA,NA
"Crested Bunting","Insufficient Data","Insufficient Data",NA,"Low"
"Crested Finchbill",NA,NA,NA,NA
"Crested Goshawk","Insufficient Data","Trend Inconclusive",NA,"Low"
"Crested Kingfisher",NA,NA,NA,NA
"Crested Lark",NA,NA,NA,NA
"Crested Serpent-Eagle","Insufficient Data","Rapid Increase",NA,"Low"
"Crested Tit-Warbler",NA,NA,NA,NA
"Crested Treeswift","Insufficient Data","Insufficient Data",NA,"Low"
"Crimson Sunbird",NA,NA,NA,NA
"Crimson-backed Sunbird","Insufficient Data","Insufficient Data",NA,"Moderate"
"Crimson-browed Finch",NA,NA,NA,NA
"Crimson-naped Woodpecker",NA,NA,NA,NA
"Crimson-winged Finch",NA,NA,NA,NA
"Crow-billed Drongo",NA,NA,NA,NA
"Curlew Sandpiper","Insufficient Data","Insufficient Data",NA,"Moderate"
"Dalmatian Pelican",NA,NA,NA,NA
"Darjeeling Woodpecker",NA,NA,NA,NA
"Dark-breasted Rosefinch",NA,NA,NA,NA
"Dark-fronted Babbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Dark-necked Tailorbird",NA,NA,NA,NA
"Dark-rumped Rosefinch",NA,NA,NA,NA
"Dark-rumped Swift",NA,NA,NA,NA
"Dark-sided Flycatcher",NA,NA,NA,NA
"Dark-sided Thrush",NA,NA,NA,NA
"Daurian Redstart",NA,NA,NA,NA
"Daurian Starling",NA,NA,NA,NA
"Delicate Prinia",NA,NA,NA,NA
"Demoiselle Crane",NA,NA,NA,NA
"Derbyan Parakeet",NA,NA,NA,NA
"Desert Finch",NA,NA,NA,NA
"Desert Lark",NA,NA,NA,NA
"Desert Wheatear",NA,NA,NA,NA
"Dollarbird","Insufficient Data","Insufficient Data",NA,"Low"
"Dunlin","Insufficient Data","Insufficient Data",NA,"Low"
"Dusky Crag-Martin","Insufficient Data","Insufficient Data",NA,"Low"
"Dusky Eagle-Owl",NA,NA,NA,NA
"Dusky Thrush",NA,NA,NA,NA
"Dusky Warbler",NA,NA,NA,NA
"Eared Grebe",NA,NA,NA,NA
"Eastern Barn Owl",NA,NA,NA,NA
"Eastern Cattle-Egret","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Eastern Marsh Harrier",NA,NA,NA,NA
"Eastern Orphean Warbler",NA,NA,NA,NA
"Eastern Red-rumped Swallow","Insufficient Data","Trend Inconclusive",NA,"Low"
"Eastern Spot-billed Duck",NA,NA,NA,NA
"Eastern Yellow Wagtail",NA,NA,NA,NA
"Egyptian Vulture","Insufficient Data","Insufficient Data",NA,"High"
"Elliot's Laughingthrush",NA,NA,NA,NA
"Eurasian Bittern",NA,NA,NA,NA
"Eurasian Blackcap",NA,NA,NA,NA
"Eurasian Collared-Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Coot","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Crag-Martin",NA,NA,NA,NA
"Eurasian Curlew","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Eagle-Owl",NA,NA,NA,NA
"Eurasian Golden Oriole",NA,NA,NA,NA
"Eurasian Goshawk",NA,NA,NA,NA
"Eurasian Griffon",NA,NA,NA,NA
"Eurasian Hobby",NA,NA,NA,NA
"Eurasian Jackdaw",NA,NA,NA,NA
"Eurasian Jay",NA,NA,NA,NA
"Eurasian Kestrel","Insufficient Data","Rapid Decline",NA,"Moderate"
"Eurasian Linnet",NA,NA,NA,NA
"Eurasian Magpie",NA,NA,NA,NA
"Eurasian Moorhen","Insufficient Data","Rapid Decline",NA,"Moderate"
"Eurasian Nightjar",NA,NA,NA,NA
"Eurasian Oystercatcher","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Scops-Owl",NA,NA,NA,NA
"Eurasian Siskin",NA,NA,NA,NA
"Eurasian Skylark",NA,NA,NA,NA
"Eurasian Sparrowhawk","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Spoonbill","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Tree Sparrow",NA,NA,NA,NA
"Eurasian Whimbrel","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Wigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Woodcock",NA,NA,NA,NA
"Eurasian Wren",NA,NA,NA,NA
"Eurasian Wryneck","Insufficient Data","Insufficient Data",NA,"Low"
"European Bee-eater",NA,NA,NA,NA
"European Golden-Plover",NA,NA,NA,NA
"European Honey-buzzard",NA,NA,NA,NA
"European Roller","Insufficient Data","Insufficient Data",NA,"Low"
"European Starling","Insufficient Data","Insufficient Data",NA,"Low"
"European Turtle-Dove",NA,NA,NA,NA
"Eyebrowed Thrush",NA,NA,NA,NA
"Eyebrowed Wren-Babbler",NA,NA,NA,NA
"Falcated Duck",NA,NA,NA,NA
"Ferruginous Duck","Insufficient Data","Insufficient Data",NA,"Moderate"
"Ferruginous Flycatcher",NA,NA,NA,NA
"Fieldfare",NA,NA,NA,NA
"Finn's Weaver",NA,NA,NA,NA
"Finsch's Wheatear",NA,NA,NA,NA
"Fire-breasted Flowerpecker",NA,NA,NA,NA
"Fire-capped Tit",NA,NA,NA,NA
"Fire-fronted Serin",NA,NA,NA,NA
"Fire-tailed Myzornis",NA,NA,NA,NA
"Fire-tailed Sunbird",NA,NA,NA,NA
"Firethroat",NA,NA,NA,NA
"Flame-throated Bulbul","Insufficient Data","Trend Inconclusive",NA,"Low"
"Flavescent Bulbul",NA,NA,NA,NA
"Flesh-footed Shearwater",NA,NA,NA,NA
"Forest Owlet",NA,NA,NA,NA
"Forest Wagtail","Insufficient Data","Insufficient Data",NA,"Low"
"Fork-tailed Drongo-Cuckoo","Insufficient Data","Insufficient Data",NA,"Moderate"
"Franklin's Gull",NA,NA,NA,NA
"Freckle-breasted Woodpecker",NA,NA,NA,NA
"Fulvous Parrotbill",NA,NA,NA,NA
"Fulvous Whistling-Duck","Insufficient Data","Insufficient Data",NA,"Low"
"Fulvous-breasted Woodpecker",NA,NA,NA,NA
"Gadwall","Insufficient Data","Insufficient Data",NA,"Low"
"Garden Warbler",NA,NA,NA,NA
"Garganey","Insufficient Data","Insufficient Data",NA,"Low"
"Glossy Ibis","Insufficient Data","Trend Inconclusive",NA,"Low"
"Godlewski's Bunting",NA,NA,NA,NA
"Gold-naped Finch",NA,NA,NA,NA
"Goldcrest",NA,NA,NA,NA
"Golden Babbler",NA,NA,NA,NA
"Golden Bush-Robin",NA,NA,NA,NA
"Golden Eagle",NA,NA,NA,NA
"Golden-breasted Fulvetta",NA,NA,NA,NA
"Golden-crested Myna",NA,NA,NA,NA
"Golden-fronted Leafbird","Insufficient Data","Trend Inconclusive",NA,"Low"
"Golden-headed Cisticola","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Golden-throated Barbet",NA,NA,NA,NA
"Goliath Heron",NA,NA,NA,NA
"Gould's Shortwing",NA,NA,NA,NA
"Grandala",NA,NA,NA,NA
"Gray Bushchat",NA,NA,NA,NA
"Gray Francolin","Insufficient Data","Insufficient Data",NA,"Low"
"Gray Heron","Insufficient Data","Trend Inconclusive",NA,"Low"
"Gray Junglefowl","Insufficient Data","Trend Inconclusive",NA,"Low"
"Gray Nightjar",NA,NA,NA,NA
"Gray Peacock-Pheasant",NA,NA,NA,NA
"Gray Sibia",NA,NA,NA,NA
"Gray Treepie",NA,NA,NA,NA
"Gray Wagtail","Insufficient Data","Rapid Decline",NA,"Moderate"
"Gray-backed Shrike",NA,NA,NA,NA
"Gray-bellied Cuckoo","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-bellied Tesia",NA,NA,NA,NA
"Gray-breasted Prinia","Insufficient Data","Trend Inconclusive",NA,"Low"
"Gray-capped Pygmy Woodpecker",NA,NA,NA,NA
"Gray-cheeked Warbler",NA,NA,NA,NA
"Gray-chinned Minivet",NA,NA,NA,NA
"Gray-crested Tit",NA,NA,NA,NA
"Gray-crowned Goldfinch",NA,NA,NA,NA
"Gray-crowned Prinia",NA,NA,NA,NA
"Gray-crowned Warbler",NA,NA,NA,NA
"Gray-eyed Bulbul",NA,NA,NA,NA
"Gray-faced Buzzard",NA,NA,NA,NA
"Gray-fronted Green-Pigeon","Insufficient Data","Trend Inconclusive",NA,"Low"
"Gray-headed Bulbul","Insufficient Data","Insufficient Data",NA,"Moderate"
